"LSOA21CD","RGN23NM","BSC_Blue_withgaps_withLondon","BSC_Blue_withgaps_noLondon","BSC_Blue_nogaps_withLondon","BSC_Blue_nogaps_noLondon","BSC_BlueProximate_withgaps_withLondon","BSC_BlueProximate_withgaps_noLondon","BSC_BlueProximate_nogaps_withLondon","BSC_BlueProximate_nogaps_noLondon","BGC_Blue_withgaps_withLondon","BGC_Blue_withgaps_noLondon","BGC_Blue_nogaps_withLondon","BGC_Blue_nogaps_noLondon","BGC_BlueProximate_withgaps_withLondon","BGC_BlueProximate_withgaps_noLondon","BGC_BlueProximate_nogaps_withLondon","BGC_BlueProximate_nogaps_noLondon"
"E01001497","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001498","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001499","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001500","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001501","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001502","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001503","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001504","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001505","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001507","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001508","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001509","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001511","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001512","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001513","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001514","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001515","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001516","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001517","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001518","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001520","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001521","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001522","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001523","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001524","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001525","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001526","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001527","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001528","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001529","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001530","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001531","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001532","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001533","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001534","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001535","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001536","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001537","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001538","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001539","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001540","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001541","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001542","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001543","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001544","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001545","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001546","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001547","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001548","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001549","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001550","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001551","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001552","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001553","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001554","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001555","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001556","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001557","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001558","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001559","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001560","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001562","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001563","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001564","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001565","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001566","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001567","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001568","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001569","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001570","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001571","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001572","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001573","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001574","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001575","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001576","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001577","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001578","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001579","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001580","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001581","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001582","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001583","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001584","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001585","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001586","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001587","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001588","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001589","London",0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
"E01001590","London",0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
"E01001591","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001592","London",0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
"E01001593","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001594","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001595","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001596","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001597","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001598","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001599","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001600","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001601","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001602","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001603","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001604","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001605","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001606","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001607","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001608","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001609","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001610","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001611","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001613","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001614","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001615","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001617","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001618","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001619","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001620","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001621","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001623","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001624","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001625","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001629","London",0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
"E01001631","London",0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
"E01001632","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001633","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001634","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001635","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001636","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001637","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001638","London",0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
"E01001641","London",1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
"E01001642","London",0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
"E01001644","London",1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
"E01001645","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001646","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001647","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001648","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001649","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001650","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001651","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001652","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001653","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001654","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001655","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001656","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001657","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001658","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001659","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001660","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001661","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001664","London",0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
"E01001665","London",0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
"E01001666","London",1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
"E01001669","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001671","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001672","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001673","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001674","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001675","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001676","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001677","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001678","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001679","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001680","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001681","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001682","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001683","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001684","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001685","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001686","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001687","London",0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
"E01001688","London",1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
"E01001690","London",0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
"E01001692","London",0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
"E01001693","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001694","London",0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
"E01001695","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001696","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001697","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001698","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001699","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001700","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001701","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001702","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001703","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001704","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001705","London",0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
"E01001708","London",0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
"E01001710","London",0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
"E01001712","London",1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
"E01001714","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001715","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001716","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001717","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001718","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001719","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001720","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001722","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001723","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001724","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001725","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001726","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001727","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001728","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001729","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001730","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001731","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001732","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001733","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001734","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001735","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001736","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001737","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001738","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001739","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001740","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001741","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001742","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001744","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001745","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001746","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001747","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001749","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001750","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001751","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001753","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001755","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001756","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001757","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001758","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001759","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001760","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001761","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001762","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001763","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001764","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001765","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001767","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001768","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001769","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001770","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001772","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001773","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001774","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001775","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001776","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001777","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001780","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001781","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001783","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001784","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001785","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001786","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001787","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001788","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001789","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001790","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001791","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001792","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001793","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001794","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001795","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001796","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001798","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001799","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001800","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001801","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001802","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001803","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001804","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001805","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001806","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001807","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001808","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001809","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001811","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001812","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001813","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001814","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001815","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001816","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001819","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001820","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001821","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001822","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001823","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001824","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001825","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001826","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001827","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001828","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001829","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001830","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001831","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001832","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001833","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001834","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001835","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001836","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001837","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001838","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001839","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001840","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001841","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001842","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001843","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001844","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001845","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001846","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001847","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001848","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001849","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001850","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001851","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001852","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001853","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001854","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001855","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001856","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001857","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001858","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001859","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001860","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001861","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001862","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001863","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001864","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001865","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001866","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001867","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001868","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001869","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001870","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001871","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001872","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001873","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001875","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001876","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001877","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01001878","London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
