"LSOA21CD","RGN23NM","BSC_Blue_withgaps_withLondon","BSC_Blue_withgaps_noLondon","BSC_Blue_nogaps_withLondon","BSC_Blue_nogaps_noLondon","BSC_BlueProximate_withgaps_withLondon","BSC_BlueProximate_withgaps_noLondon","BSC_BlueProximate_nogaps_withLondon","BSC_BlueProximate_nogaps_noLondon","BGC_Blue_withgaps_withLondon","BGC_Blue_withgaps_noLondon","BGC_Blue_nogaps_withLondon","BGC_Blue_nogaps_noLondon","BGC_BlueProximate_withgaps_withLondon","BGC_BlueProximate_withgaps_noLondon","BGC_BlueProximate_nogaps_withLondon","BGC_BlueProximate_nogaps_noLondon"
"E01019765","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019766","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019767","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019778","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019779","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019780","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019781","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019782","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019783","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019784","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019785","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019786","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019787","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019788","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019790","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019791","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019792","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019793","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019794","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019795","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019797","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019798","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019799","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019800","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019801","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019802","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019803","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019804","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019805","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019806","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019807","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019808","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019809","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019810","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019811","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019812","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019813","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019815","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019816","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019821","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019822","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019827","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019887","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019888","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019889","South West",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01019890","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01019891","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019894","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01019895","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01019896","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01019897","South West",0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"E01019898","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01019899","South West",0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1
"E01019900","South West",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"E01019901","South West",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01019902","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019903","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019904","South West",0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"E01019905","South West",0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"E01019906","South West",0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"E01019907","South West",0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"E01019908","South West",0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"E01019909","South West",0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"E01019910","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01019911","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01019912","South West",0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"E01019913","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01019914","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01019915","South West",0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"E01019916","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01019917","South West",0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"E01019918","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01019919","South West",0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01019920","South West",0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"E01019921","South West",0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"E01019922","South West",0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"E01019923","South West",0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"E01019924","South West",0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"E01019925","South West",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
"E01019927","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019928","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019929","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019930","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019931","South West",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01019932","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019933","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019934","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019935","South West",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"E01019936","South West",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01019937","South West",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01019938","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019939","South West",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01019940","South West",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01019942","South West",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
"E01019943","South West",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01019944","South West",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
"E01019945","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01019946","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01019947","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01019948","South West",0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1
"E01019949","South West",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"E01019950","South West",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"E01019951","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01019952","South West",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01019953","South West",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01019954","South West",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01019955","South West",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01019956","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01019957","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01019958","South West",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01019959","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019960","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019961","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01019962","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019963","South West",0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"E01019964","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01019965","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01019966","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019967","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019968","South West",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"E01019969","South West",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"E01019970","South West",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"E01019971","South West",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"E01019972","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019973","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019974","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019975","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019976","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019977","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019980","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019981","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019982","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019983","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019984","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019985","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019986","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019987","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019988","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019989","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019990","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019991","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019992","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019993","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019994","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019995","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019996","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019997","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019998","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01019999","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020000","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020001","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020002","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020003","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020004","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020005","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020006","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020007","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020008","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020009","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020010","South West",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"E01020011","South West",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
"E01020012","South West",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"E01020013","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020014","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020015","South West",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"E01020017","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020018","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020019","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020020","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020021","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020022","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020023","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020024","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020025","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020026","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020027","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020029","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020030","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020031","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020032","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020036","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020037","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020038","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020039","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020040","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020041","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020042","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020043","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020044","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020045","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020046","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020047","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020048","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020049","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020050","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020051","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020052","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020053","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020054","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020055","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020056","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020057","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020058","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020059","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020060","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020061","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020062","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020063","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020064","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020065","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020067","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020068","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020069","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020070","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020071","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020072","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020073","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020074","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020075","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020076","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020077","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020078","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020079","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020080","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020081","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020082","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020083","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020084","South West",0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1
"E01020085","South West",0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1
"E01020087","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020088","South West",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01020089","South West",0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"E01020090","South West",0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"E01020091","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01020092","South West",0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"E01020093","South West",0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01020094","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01020095","South West",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01020096","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01020097","South West",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"E01020098","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020099","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01020100","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01020101","South West",0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"E01020102","South West",0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1
"E01020103","South West",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01020104","South West",0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1
"E01020105","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01020106","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01020107","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01020108","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01020109","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01020110","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01020111","South West",0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"E01020112","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01020113","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01020114","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01020115","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01020116","South West",0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"E01020117","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01020118","South West",0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"E01020119","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01020120","South West",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"E01020121","South West",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"E01020122","South West",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"E01020123","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01020124","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01020125","South West",0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1
"E01020126","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01020127","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01020128","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01020129","South West",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01020130","South West",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01020131","South West",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"E01020132","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01020133","South West",0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"E01020134","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01020135","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020136","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020137","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020138","South West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01020139","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01020140","South West",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01020141","South West",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"E01020142","South West",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01020143","South West",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01020144","South West",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01020145","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01020146","South West",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01020147","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01020148","South West",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01020149","South West",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01020150","South West",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01020151","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01020152","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01020153","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01020154","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01020155","South West",0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"E01020156","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01020157","South West",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01020158","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01020159","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01020160","South West",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01020161","South West",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01020162","South West",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
"E01020163","South West",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
"E01020164","South West",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
"E01020165","South West",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
"E01020166","South West",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01020167","South West",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01020168","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01020169","South West",0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"E01020170","South West",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01020171","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01020172","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01020173","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01020174","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01020175","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01020176","South West",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
"E01020177","South West",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
"E01020178","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01020179","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01020180","South West",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"E01020181","South West",0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1
"E01020182","South West",0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1
"E01020183","South West",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
"E01020184","South West",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"E01020185","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01020186","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01020187","South West",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
